customer_id,first_name,last_name,dob,gender,city,state,phone,annual_income,employment_type,cibil_score,education,marital_status
CUST00023,Ramesh,Nair,1976-11-24,Female,Hyderabad,Telangana,9570497096,23405.0,Salaried,615.0,Post Graduate,Married
CUST00024,Sunita,Rao,1994-10-04,Male,Jaipur,Rajasthan,9392431670,38936.0,Business Owner,775.0,Graduate,Married
CUST00025,Aadhya,Mehta,1986-12-01,Male,Hyderabad,Telangana,9103807155,58209.0,Business Owner,521.0,Not Graduate,Married
CUST00026,Ananya,Malhotra,1996-08-27,Female,Hyderabad,Telangana,9725464884,,Self-Employed,645.0,Post Graduate,Single
CUST00027,Aditya,Rao,2000-09-17,Female,Chandigarh,Punjab,9937643439,34945.0,Self-Employed,735.0,Post Graduate,Single
CUST00028,Myra,Reddy,2001-05-15,Male,Bhubaneswar,Odisha,9961393416,82084.0,Business Owner,763.0,High School,Single
CUST00029,Ananya,Patel,15/02/2004,Male,Bengaluru,Karnataka,9339362341,32221.0,Retired,652.0,Not Graduate,Married
CUST00030,Karan,Mehta,1968-02-12,Male,Ahmedabad,Gujarat,9455569462,57851.0,Business Owner,767.0,Not Graduate,Divorced
CUST00031,Diya,Menon,1966-09-19,Male,Gurgaon,Haryana,9224173718,38577.0,Business Owner,663.0,High School,Divorced
CUST00032,Aditya,Chopra,1988-04-28,Female,Mumbai,Maharashtra,9813219781,28193.0,Salaried,572.0,Post Graduate,Married
CUST00033,Ira,Desai,1994-12-01,Male,Gurgaon,Haryana,9507104143,73589.0,Business Owner,802.0,Post Graduate,Divorced
CUST00034,Meera,Pillai,1965-01-07,Female,Ahmedabad,Gujarat,9825449223,47287.0,Self-Employed,770.0,High School,Single
CUST00035,Sai,Rao,1994-10-12,Male,Hyderabad,Telangana,9966040317,58736.0,Salaried,621.0,Post Graduate,Married
CUST00036,Myra,Bose,2003-02-13,Male,Kochi,Kerala,9630833445,58729.0,Salaried,818.0,Post Graduate,Single
CUST00037,Reyansh,Chopra,1972-11-21,Female,Delhi,Delhi,9590122159,48150.0,Business Owner,820.0,Post Graduate,Married
CUST00038,Shreya,Trivedi,1997-04-07,Male,Ahmedabad,Gujarat,9609677794,13228.0,Business Owner,753.0,Not Graduate,Divorced
CUST00039,Deepak,Bose,1975-09-25,Male,Kolkata,West Bengal,9186519602,51201.0,Retired,653.0,High School,Divorced
CUST00040,Ishaan,Nair,1983-08-12,Male,Pune,Maharashtra,9926561919,51322.0,Retired,501.0,Post Graduate,Single
CUST00041,Rajesh,Sharma,1978-05-25,Male,Chandigarh,Punjab,9686405096,43921.0,Retired,712.0,Not Graduate,Divorced
CUST00042,Kiara,Mehta,1986-10-14,Male,Bengaluru,Karnataka,9237039296,102636.0,Retired,633.0,Not Graduate,Single
CUST00043,Lata,Menon,1966-03-21,Female,Kolkata,West Bengal,9451492250,32720.0,Business Owner,634.0,Post Graduate,Single
CUST00044,Siddharth,Mehta,2002-04-27,Male,Bhubaneswar,Odisha,9340756713,77474.0,Salaried,709.0,Graduate,Single
CUST00045,Myra,Nair,1965-11-30,Female,Ahmedabad,Gujarat,9599326438,37613.0,Self-Employed,726.0,Graduate,Married
CUST00046,Kavya,Trivedi,1997-03-23,Female,Patna,Bihar,9718257024,51458.0,Retired,767.0,Graduate,Single
CUST00047,Saanvi,Gupta,1995-12-25,Male,Kochi,Kerala,9964929067,34508.0,Business Owner,650.0,High School,Divorced
CUST00048,Ramesh,Chopra,1981-08-16,Female,Kolkata,West Bengal,9213321496,40293.0,Retired,548.0,,Single
CUST00049,Ishaan,Chopra,1997-12-01,Male,Nashik,Maharashtra,9736164778,56843.0,Salaried,703.0,Not Graduate,Divorced
CUST00050,Riya,Malhotra,1998-08-31,Female,Delhi,Delhi,9295249057,49146.0,Business Owner,658.0,Graduate,Single
CUST00051,Karan,Mehta,1991-09-29,Female,Jaipur,Rajasthan,9359154084,24156.0,Self-Employed,642.0,,Married
CUST00052,Rajesh,Bose,2000-07-27,Female,Chennai,Tamil Nadu,9496232693,41301.0,Retired,607.0,Post Graduate,Divorced
CUST00053,Sunita,Kulkarni,1996-07-12,Male,Chandigarh,Punjab,9675379544,45222.0,Self-Employed,716.0,Post Graduate,Divorced
CUST00054,Aadhya,Bose,1997-07-03,Female,Gurgaon,Haryana,9344258191,125881.0,Salaried,695.0,Graduate,Single
CUST00055,Ramesh,Iyer,1967-01-16,Female,Gurgaon,Haryana,9210152642,55757.0,Retired,673.0,Post Graduate,Single
CUST00056,Rajesh,Malhotra,1973-04-09,Male,Chandigarh,Punjab,9628008852,18781.0,Self-Employed,677.0,Graduate,Single
CUST00057,Ishaan,Menon,1968-10-27,Female,Gurgaon,Haryana,9583736219,50519.0,Retired,900.0,Post Graduate,Single
CUST00058,Ira,Menon,1967-09-14,Male,Kochi,Kerala,9809129316,44525.0,Self-Employed,707.0,Post Graduate,Single
CUST00059,Sunita,Gupta,1965-02-13,Female,Nashik,Maharashtra,9403566540,48177.0,Salaried,574.0,Graduate,Divorced
CUST00060,Kiara,Mehta,2000-06-29,Female,Bhubaneswar,Odisha,9795392488,86804.0,Self-Employed,747.0,Not Graduate,Married
CUST00061,Arjun,Verma,2000-07-22,Female,Nashik,Maharashtra,9839462365,72803.0,Business Owner,598.0,High School,Single
CUST00062,Anil,Pillai,1984-08-21,Male,Chennai,Tamil Nadu,9198061499,98853.0,Business Owner,553.0,High School,Married
CUST00063,Geeta,Verma,1998-12-04,Female,Bhubaneswar,Odisha,9568027936,65737.0,Salaried,877.0,High School,Divorced
CUST00064,Rajesh,Singh,1979-12-14,Male,Bengaluru,Karnataka,9811443654,29873.0,Retired,629.0,Not Graduate,Single
CUST00065,Sai,Kulkarni,1979-07-03,Male,Gurgaon,Haryana,9596043327,51525.0,Business Owner,634.0,Graduate,Divorced
CUST00066,Tanya,Bose,1984-10-30,Male,Kolkata,West Bengal,9620455331,22576.0,Self-Employed,686.0,High School,Divorced
CUST00067,Ira,Pillai,1989-10-10,Female,Mumbai,Maharashtra,9795472980,28820.0,Business Owner,722.0,Graduate,Married
CUST00068,Anil,Mehta,2002-06-12,Male,Bengaluru,Karnataka,9645719501,30954.0,Salaried,819.0,Post Graduate,Divorced
CUST00069,Riya,Chopra,2000-05-02,Male,Chandigarh,Punjab,9808605988,33135.0,Retired,651.0,High School,Divorced
CUST00070,Ramesh,Bose,1979-11-30,Male,Chandigarh,Punjab,9356415500,73626.0,Retired,569.0,High School,Divorced
CUST00071,Aditya,Kulkarni,1986-03-21,Female,Patna,Bihar,9235555899,54925.0,Salaried,797.0,Post Graduate,Married
CUST00072,Shreya,Patel,1985-07-01,Female,Hyderabad,Telangana,9463527356,21944.0,Salaried,696.0,Post Graduate,Single
CUST00073,Karan,Pillai,1979-03-17,Female,Bengaluru,Karnataka,9777703980,55823.0,Self-Employed,750.0,Graduate,Married
CUST00074,Sai,Chopra,1999-02-09,Female,Pune,Maharashtra,9448294647,26410.0,Business Owner,561.0,High School,Married
CUST00075,Varun,Chopra,1975-12-15,Male,Nashik,Maharashtra,9510753814,63638.0,Retired,706.0,Post Graduate,Divorced
CUST00076,Lata,Iyer,1985-09-08,Female,Delhi,Delhi,9686905284,55561.0,Business Owner,711.0,Not Graduate,Divorced
CUST00077,Lata,Rao,1984-01-13,Female,Kolkata,West Bengal,9354697684,34891.0,Business Owner,700.0,Not Graduate,Married
CUST00078,Navya,Sharma,1994-07-12,Female,Ahmedabad,Gujarat,9633356861,,Self-Employed,615.0,Graduate,Divorced
CUST00079,Kavya,Singh,1993-07-23,Female,Delhi,Delhi,9794002948,124602.0,Salaried,722.0,Post Graduate,Divorced
CUST00080,Lata,Singh,1970-11-24,Female,Patna,Bihar,9492836532,27020.0,Self-Employed,739.0,Post Graduate,Divorced
CUST00081,Anika,Bose,1978-03-29,Female,Bhubaneswar,Odisha,9826197069,30111.0,Business Owner,750.0,Graduate,Married
CUST00082,Sai,Kumar,1976-11-11,Male,Mumbai,Maharashtra,9498866784,87491.0,Retired,606.0,High School,Divorced
CUST00083,Vivaan,Trivedi,1990-03-09,Male,Jaipur,Rajasthan,9797115550,79355.0,Salaried,717.0,Not Graduate,Single
CUST00084,Aditya,Rao,1970-03-18,Female,Chennai,Tamil Nadu,9847843987,73941.0,Self-Employed,850.0,Not Graduate,Divorced
CUST00085,Pooja,Patel,1986-12-14,Male,Ahmedabad,Gujarat,9353524015,43360.0,Business Owner,612.0,High School,Single
CUST00086,Ramesh,Singh,1982-11-11,Male,Mumbai,Maharashtra,9789024924,31421.0,Salaried,606.0,Not Graduate,Married
CUST00087,Karan,Joshi,2000-04-20,Male,Nashik,Maharashtra,9452788129,47166.0,Business Owner,710.0,Post Graduate,Married
CUST00088,Ishaan,Iyer,1976-03-30,Female,Hyderabad,Telangana,9948239575,56294.0,Salaried,754.0,Post Graduate,
CUST00089,Diya,Mehta,1970-09-08,Female,Mumbai,Maharashtra,9651085057,49340.0,Self-Employed,810.0,Not Graduate,Single
CUST00090,Tanya,Verma,2000-02-19,Male,Patna,Bihar,9531233244,42944.0,Retired,900.0,Graduate,Single
CUST00091,Shreya,Gupta,1968-08-16,Female,Jaipur,Rajasthan,9669681065,67025.0,Salaried,602.0,High School,Divorced
CUST00092,Ayaan,Pillai,2003-10-29,Female,Patna,Bihar,9546665485,28697.0,Retired,723.0,High School,Single
CUST00093,Rohan,Mehta,1971-11-06,Male,Chandigarh,Punjab,9899496315,43838.0,Salaried,744.0,Graduate,Married
CUST00094,Lata,Pillai,1979-10-15,Female,Hyderabad,Telangana,9155239803,62107.0,Business Owner,673.0,Not Graduate,Divorced
CUST00095,Reyansh,Menon,1974-07-18,Male,Hyderabad,Telangana,9223357166,32099.0,Retired,543.0,High School,Single
CUST00096,Sunita,Trivedi,1995-04-12,Female,Kochi,Kerala,9854517058,39212.0,Business Owner,757.0,High School,Single
CUST00097,Aarav,Reddy,1971-06-06,Female,Ahmedabad,Gujarat,9330997172,54559.0,Business Owner,567.0,Graduate,Divorced
CUST00098,Ananya,Singh,1997-05-15,Female,Gurgaon,Haryana,9153432064,53454.0,Retired,714.0,Graduate,Divorced
CUST00099,Neha,Bose,1984-10-30,Female,Kochi,Kerala,9828230915,31510.0,Business Owner,693.0,High School,Single
CUST00100,Aditya,Joshi,1991-11-20,Female,Bengaluru,Karnataka,9452318696,50468.0,Retired,577.0,Post Graduate,Single
CUST00101,Diya,Iyer,1988-11-21,Female,Bengaluru,Karnataka,9145421708,58623.0,Salaried,730.0,High School,Divorced
CUST00102,Rohan,Menon,1990-09-21,Female,Bengaluru,Karnataka,9284547422,84248.0,Business Owner,774.0,Not Graduate,Single
CUST00103,Sai,Chopra,1969-10-01,Male,Ahmedabad,Gujarat,9464549612,24616.0,Salaried,595.0,Not Graduate,Divorced
CUST00104,Anil,Patel,1987-11-17,Male,Hyderabad,Telangana,9374843786,63418.0,Salaried,726.0,Post Graduate,Married
CUST00105,Diya,Bose,1998-11-04,Male,Chennai,Tamil Nadu,9439451556,63419.0,Retired,900.0,High School,Divorced
CUST00106,Shreya,Rao,1977-04-28,Male,Bhubaneswar,Odisha,9495928981,65215.0,Salaried,782.0,Not Graduate,Married
CUST00107,Tanya,Trivedi,1982-04-01,Female,Hyderabad,Telangana,9799905142,78984.0,Self-Employed,738.0,Graduate,Divorced
CUST00108,Vihaan,Malhotra,2001-05-18,Male,Pune,Maharashtra,9570039364,41871.0,Business Owner,748.0,Post Graduate,Divorced
CUST00109,Varun,Rao,1983-05-04,Female,Bengaluru,Karnataka,9699108439,33309.0,Business Owner,658.0,High School,Married
CUST00110,Kavya,Iyer,1968-08-28,Female,Chandigarh,Punjab,9190966348,38457.0,Business Owner,687.0,Not Graduate,Divorced
CUST00111,Krishna,Desai,1993-12-24,Female,Pune,Maharashtra,9466932310,155956.0,Self-Employed,511.0,High School,Married
CUST00112,Kiara,Iyer,1968-06-18,Male,Nashik,Maharashtra,9240712839,69087.0,Self-Employed,534.0,Graduate,Divorced
CUST00113,Diya,Trivedi,1972-06-05,Female,Bhubaneswar,Odisha,9405939035,38717.0,Self-Employed,778.0,Post Graduate,Divorced
CUST00114,Ramesh,Joshi,2001-04-10,Female,Gurgaon,Haryana,9935504321,50621.0,Self-Employed,583.0,Not Graduate,Single
CUST00115,Saanvi,Trivedi,2004-02-29,Male,Nashik,Maharashtra,9233871736,34281.0,Business Owner,741.0,Graduate,Divorced
CUST00116,Shreya,Desai,2002-04-12,Female,Nashik,Maharashtra,9545492166,34023.0,Self-Employed,699.0,Not Graduate,Married
CUST00117,Siddharth,Gupta,1975-01-27,Female,Chandigarh,Punjab,9141127742,50150.0,Self-Employed,621.0,High School,Married
CUST00118,Rajesh,Malhotra,1965-03-28,Male,Kochi,Kerala,9753780028,143196.0,Business Owner,737.0,Post Graduate,Divorced
CUST00119,Myra,Rao,1967-02-22,Male,Pune,Maharashtra,9740743666,17808.0,Self-Employed,696.0,Graduate,Single
CUST00120,Navya,Chopra,1992-07-31,Male,Mumbai,Maharashtra,9172670118,35210.0,Retired,756.0,Graduate,Single
CUST00121,Rajesh,Verma,1982-05-10,Female,Kolkata,West Bengal,9805560474,32982.0,Self-Employed,669.0,Graduate,Divorced
CUST00122,Aditya,Singh,1980-03-09,Male,Hyderabad,Telangana,9778321204,63101.0,Salaried,757.0,Not Graduate,Single
CUST00123,Isha,Verma,1974-01-16,Male,Gurgaon,Haryana,9608309128,26899.0,Business Owner,649.0,High School,Divorced
CUST00124,Nikhil,Verma,1994-06-01,Female,Ahmedabad,Gujarat,9464037804,38658.0,Retired,621.0,Not Graduate,Single
CUST00125,Varun,Desai,2000-12-09,Female,Gurgaon,Haryana,9210163669,118506.0,Business Owner,716.0,Post Graduate,Single
CUST00126,Shreya,Trivedi,1984-02-12,Male,Patna,Bihar,9394801573,26096.0,Salaried,762.0,High School,Single
CUST00127,Meera,Singh,2000-12-08,Female,Hyderabad,Telangana,9353398109,141644.0,Business Owner,772.0,Not Graduate,Married
CUST00128,Siddharth,Menon,1992-02-22,Female,Mumbai,Maharashtra,9247848992,22932.0,Business Owner,636.0,Not Graduate,Divorced
CUST00129,Riya,Joshi,1966-03-01,Female,Pune,Maharashtra,9855954847,92360.0,Retired,616.0,Graduate,Single
CUST00130,Saanvi,Patel,2003-04-04,Male,Nashik,Maharashtra,9817087513,61200.0,Business Owner,749.0,Graduate,Single
CUST00131,Ira,Reddy,1996-10-30,Female,Patna,Bihar,9950474042,30838.0,Salaried,674.0,Post Graduate,Married
CUST00132,Varun,Pillai,1981-07-20,Female,Kochi,Kerala,9869801588,9695.0,Retired,587.0,Graduate,Single
CUST00133,Geeta,Gupta,1979-03-23,Male,Nashik,Maharashtra,9786973497,43205.0,Retired,567.0,High School,Divorced
CUST00134,Anil,Verma,1970-07-28,Female,Ahmedabad,Gujarat,9404994549,110880.0,Self-Employed,551.0,Post Graduate,Divorced
CUST00135,Sunita,Mehta,1993-01-14,Female,Nashik,Maharashtra,9265564833,39339.0,Salaried,691.0,Post Graduate,Divorced
CUST00136,Vivaan,Gupta,1993-10-10,Female,Mumbai,Maharashtra,9634764290,100774.0,Business Owner,550.0,Not Graduate,Married
CUST00137,Rajesh,Joshi,2001-03-20,Female,Bhubaneswar,Odisha,9619960692,87691.0,Self-Employed,680.0,Graduate,Single
CUST00138,Rohan,Kulkarni,2003-08-12,Male,Patna,Bihar,9231556899,30008.0,Self-Employed,721.0,Graduate,Single
CUST00139,Reyansh,Verma,1982-03-26,Male,Gurgaon,Haryana,9874305759,54150.0,Retired,625.0,Post Graduate,Divorced
CUST00140,Anil,Malhotra,2004-06-07,Male,Chennai,Tamil Nadu,9726360971,50761.0,Business Owner,645.0,Not Graduate,Married
CUST00141,Sunil,Trivedi,2002-10-23,Female,Jaipur,Rajasthan,9881155839,51883.0,Business Owner,739.0,Graduate,Single
CUST00142,Aditya,Kumar,1990-08-01,Male,Mumbai,Maharashtra,9400347789,108337.0,Self-Employed,568.0,Not Graduate,Divorced
CUST00143,Reyansh,Kumar,2000-08-28,Male,Chandigarh,Punjab,9530986098,142417.0,Salaried,504.0,Post Graduate,Divorced
CUST00144,Krishna,Kulkarni,1986-04-02,Female,Bhubaneswar,Odisha,9442019016,45438.0,Business Owner,732.0,Post Graduate,Divorced
CUST00145,Anil,Desai,1986-12-22,Male,Hyderabad,Telangana,9547256709,56415.0,Retired,623.0,High School,Married
CUST00146,Anika,Menon,1975-03-18,Male,Kochi,Kerala,9360056579,44176.0,Self-Employed,635.0,Not Graduate,Divorced
CUST00147,Vivaan,Malhotra,1983-10-15,Male,Chandigarh,Punjab,9881042056,36509.0,Self-Employed,756.0,Not Graduate,Divorced
CUST00148,Sunita,Kulkarni,1986-06-17,Female,Kolkata,West Bengal,9928917719,58601.0,Retired,617.0,High School,Divorced
CUST00149,Saanvi,Joshi,1990-01-13,Female,Gurgaon,Haryana,9856975382,76864.0,Business Owner,707.0,High School,Divorced
CUST00150,Sunita,Mehta,1970-06-20,Male,Gurgaon,Haryana,9411871167,73602.0,Business Owner,736.0,Not Graduate,Married
CUST00151,Shreya,Mehta,1986-06-29,Male,Patna,Bihar,9895525625,32386.0,Salaried,629.0,High School,Divorced
CUST00152,Deepak,Joshi,1975-06-12,Male,Kolkata,West Bengal,9105563528,71228.0,Retired,734.0,Graduate,Married
CUST00153,Rajesh,Bose,1973-12-12,Male,Kolkata,West Bengal,9800400428,48511.0,Self-Employed,690.0,Graduate,Married
CUST00154,Pooja,Reddy,1966-08-19,Male,Jaipur,Rajasthan,9420396197,92858.0,Business Owner,626.0,High School,Married
CUST00155,Navya,Malhotra,1989-05-16,Female,Kolkata,West Bengal,9455069350,64443.0,Business Owner,661.0,Not Graduate,Married
CUST00156,Diya,Sharma,1980-02-15,Female,Patna,Bihar,9535391971,43965.0,Salaried,778.0,Post Graduate,Divorced
CUST00157,Meera,Patel,1971-04-23,Female,Nashik,Maharashtra,9909340042,74065.0,Business Owner,753.0,,Single
CUST00158,Lata,Menon,1976-09-25,Female,Mumbai,Maharashtra,9535312769,94158.0,Salaried,681.0,Graduate,Married
CUST00159,Navya,Singh,1974-11-28,Male,Kochi,Kerala,9605547798,68938.0,Self-Employed,652.0,High School,Divorced
CUST00160,Kavya,Gupta,1985-01-15,Male,Hyderabad,Telangana,9642762599,57646.0,Self-Employed,668.0,Graduate,Divorced
CUST00161,Rohan,Desai,1970-03-20,Female,Chennai,Tamil Nadu,9241674152,51456.0,Salaried,733.0,Not Graduate,Single
CUST00162,Sunita,Malhotra,2001-03-13,Female,Kolkata,West Bengal,9178414859,32561.0,Salaried,868.0,Graduate,Divorced
CUST00163,Ramesh,Verma,1968-02-05,Female,Jaipur,Rajasthan,9883068639,29643.0,Business Owner,570.0,Post Graduate,Divorced
CUST00164,Siddharth,Malhotra,1981-12-07,Female,Ahmedabad,Gujarat,9227381397,87470.0,Self-Employed,751.0,Post Graduate,Single
CUST00165,Kiara,Sharma,1966-01-08,Male,Bhubaneswar,Odisha,9365764028,66974.0,Business Owner,736.0,Not Graduate,Married
CUST00166,Saanvi,Patel,2001-04-24,Female,Mumbai,Maharashtra,9208337018,48721.0,Salaried,599.0,Graduate,Married
CUST00167,Myra,Verma,1984-09-09,Female,Bengaluru,Karnataka,9351429015,50914.0,Business Owner,619.0,Graduate,Single
CUST00168,Myra,Rao,1971-06-06,Female,Jaipur,Rajasthan,9889427990,79822.0,Retired,666.0,High School,Divorced
CUST00169,Vihaan,Singh,1995-02-12,Female,Kolkata,West Bengal,9297438548,32443.0,Self-Employed,651.0,Not Graduate,Single
CUST00170,Kiara,Rao,1996-09-27,Male,Ahmedabad,Gujarat,9669074377,60262.0,Business Owner,629.0,Not Graduate,Divorced
CUST00171,Aadhya,Kulkarni,1968-07-19,Male,Kolkata,West Bengal,9823349713,32496.0,Salaried,701.0,Post Graduate,Single
CUST00172,Saanvi,Menon,1995-02-14,Male,Patna,Bihar,9327426863,55408.0,Retired,634.0,High School,Married
CUST00173,Myra,Trivedi,1974-03-05,Female,Patna,Bihar,9796559239,38734.0,Business Owner,700.0,High School,Divorced
CUST00174,Anil,Bose,1969-06-04,Male,Chennai,Tamil Nadu,9435997460,23764.0,Self-Employed,553.0,High School,Single
CUST00175,Vivaan,Mehta,1991-03-14,Female,Hyderabad,Telangana,9994816400,34227.0,Business Owner,660.0,High School,Divorced
CUST00176,Sunil,Bose,1972-07-19,Male,Chennai,Tamil Nadu,9789137659,57265.0,Salaried,812.0,Not Graduate,Divorced
CUST00177,Vihaan,Sharma,1971-03-03,Female,Bengaluru,Karnataka,9500721199,75269.0,Retired,665.0,Graduate,Single
CUST00178,Vivaan,Sharma,1989-09-30,Male,Hyderabad,Telangana,9823737375,48556.0,Salaried,589.0,High School,Divorced
CUST00179,Reyansh,Desai,1975-10-24,Female,Nashik,Maharashtra,9500561082,48569.0,Self-Employed,654.0,High School,Married
CUST00180,Kiara,Rao,2002-02-22,Male,Kolkata,West Bengal,9504982743,57604.0,Salaried,605.0,Graduate,Single
CUST00181,Ananya,Gupta,2002-12-02,Female,Chennai,Tamil Nadu,9346709900,63555.0,Business Owner,817.0,Graduate,Married
CUST00182,Aditya,Gupta,1977-07-30,Female,Kolkata,West Bengal,9730325223,46426.0,Salaried,716.0,High School,Married
CUST00183,Ira,Reddy,1975-10-15,Male,Kochi,Kerala,9250270803,69221.0,Business Owner,643.0,High School,Divorced
CUST00184,Vihaan,Patel,1975-06-01,Female,Bengaluru,Karnataka,9131810311,54832.0,Retired,681.0,Not Graduate,Single
CUST00185,Kiara,Singh,1981-11-03,Male,Hyderabad,Telangana,9956905222,51474.0,Salaried,610.0,Graduate,Single
CUST00186,Riya,Iyer,1996-12-04,Female,Bengaluru,Karnataka,9430999662,49625.0,Salaried,724.0,High School,Married
CUST00187,Krishna,Gupta,1984-05-02,Female,Nashik,Maharashtra,9199926988,101272.0,Retired,766.0,Graduate,Divorced
CUST00188,Aarav,Rao,1982-05-25,Male,Bengaluru,Karnataka,9835852444,143859.0,Business Owner,610.0,Post Graduate,Married
CUST00189,Ira,Mehta,1971-07-19,Female,Chennai,Tamil Nadu,9370260533,75823.0,Self-Employed,696.0,Not Graduate,Single
CUST00190,Isha,Patel,1978-09-01,Male,Nashik,Maharashtra,9572685761,146517.0,Business Owner,,Not Graduate,Single
CUST00191,Rohan,Trivedi,1974-01-04,Male,Patna,Bihar,9779573843,32213.0,Business Owner,626.0,High School,Divorced
CUST00192,Siddharth,Mehta,2000-04-02,Female,Ahmedabad,Gujarat,9128900946,16950.0,Self-Employed,632.0,Post Graduate,Divorced
CUST00193,Shreya,Rao,1996-01-30,Male,Ahmedabad,Gujarat,9359868249,33537.0,Retired,693.0,Not Graduate,Single
CUST00194,Siddharth,Gupta,1991-10-28,Male,Chennai,Tamil Nadu,9853374076,58155.0,Salaried,848.0,Not Graduate,Single
CUST00195,Myra,Singh,1994-01-09,Male,Nashik,Maharashtra,9954946593,78842.0,Salaried,628.0,Not Graduate,Single
CUST00196,Anika,Joshi,1998-07-03,Male,Hyderabad,Telangana,9929296154,31281.0,Business Owner,724.0,Not Graduate,Single
CUST00197,Vivaan,Bose,1978-04-03,Female,Pune,Maharashtra,9588909690,25333.0,Business Owner,844.0,Post Graduate,Single
CUST00198,Rajesh,Patel,1997-05-22,Male,Chennai,Tamil Nadu,9795752405,88408.0,Self-Employed,637.0,Graduate,Single
CUST00199,Deepak,Reddy,1972-03-08,Female,Hyderabad,Telangana,9787708952,20815.0,Salaried,801.0,Not Graduate,Married
CUST00200,Tanya,Nair,1991-07-26,Male,Chennai,Tamil Nadu,9719922596,,Business Owner,791.0,High School,Married
CUST00201,Rohan,Nair,1970-02-11,Female,Chennai,Tamil Nadu,9521490916,22087.0,Business Owner,626.0,High School,Divorced
CUST00202,Isha,Trivedi,2001-07-03,Male,Nashik,Maharashtra,9226552991,49149.0,Self-Employed,684.0,Graduate,Single
CUST00203,Varun,Iyer,1982-06-05,Male,Hyderabad,Telangana,9844567935,39142.0,Self-Employed,736.0,Post Graduate,Divorced
CUST00204,Sunil,Rao,1973-05-24,Female,Nashik,Maharashtra,9246603034,28744.0,Retired,667.0,High School,Single
CUST00205,Pooja,Bose,1996-11-08,Male,Bengaluru,Karnataka,9413629152,52059.0,Business Owner,726.0,Graduate,Married
CUST00206,Ananya,Malhotra,1998-04-23,Male,Kochi,Kerala,9983993176,69968.0,Retired,578.0,Graduate,Divorced
CUST00207,Ramesh,Nair,1969-08-05,Male,Bengaluru,Karnataka,9976955647,22764.0,Self-Employed,794.0,Graduate,Single
CUST00208,Aadhya,Menon,1980-09-23,Female,Patna,Bihar,9964835149,57881.0,Business Owner,612.0,Post Graduate,Married
CUST00209,Kavya,Pillai,1979-07-09,Male,Nashik,Maharashtra,9163657733,106465.0,Self-Employed,690.0,Graduate,Single
